state,county,rep2008,dem2008,other2008,turnout2008,rep2012,dem2012,other2012,turnout2012,pop,dem_margin08,dem_margin12,winner08,winner12,pop_decile
florida,sarasota,102650,102413,0,205063,110489,95089,1856,207434,376200,-0.001155742381609554,-0.07491073947601397,Rep (McCain),Rep (Romney),10
florida,orange,186079,271866,0,457945,189057,274227,4101,467385,1116094,0.1873303562654904,0.18383971818582123,Dem (Obama),Dem (Obama),10
florida,indianriver,39972,29565,0,69537,43441,27483,521,71445,135518,-0.14966133137754,-0.22500140995995713,Rep (McCain),Rep (Romney),9
florida,flagler,23931,24682,0,48613,26966,23204,419,50589,91806,0.015448542570917245,-0.07498505082718757,Dem (Obama),Rep (Romney),9
florida,clay,66847,26635,0,93482,69996,25745,808,96549,186076,-0.4301576774138337,-0.46219487993649533,Rep (McCain),Rep (Romney),9
florida,broward,225453,474579,0,700032,243732,507430,4004,755166,1734139,0.35587801700493693,0.351053434545411,Dem (Obama),Dem (Obama),10
florida,suwannee,11672,4572,0,16244,12672,4749,206,17627,40675,-0.43708446195518347,-0.4547959359393835,Rep (McCain),Rep (Romney),7
florida,bay,56597,23603,0,80200,56863,22037,934,79834,166798,-0.41139650872817957,-0.4413941698352345,Rep (McCain),Rep (Romney),9
florida,taylor,6446,2787,0,9233,6249,2761,107,9117,22000,-0.39629589515867,-0.38712541620421753,Rep (McCain),Rep (Romney),5
florida,hillsborough,188096,192320,0,380416,249904,286158,5441,541503,1200236,0.01110363391655451,0.06763023680096705,Dem (Obama),Dem (Obama),10
florida,jackson,13695,7632,0,21327,13417,7342,181,20940,49334,-0.2842875228583486,-0.29264415434269475,Rep (McCain),Rep (Romney),7
florida,escambia,90826,61152,0,151978,88671,58154,1605,148430,297940,-0.19525194436036794,-0.20784607525966287,Rep (McCain),Rep (Romney),10
florida,washington,8165,2858,0,11023,8037,2820,141,10998,24125,-0.48144788170189606,-0.4805194805194805,Rep (McCain),Rep (Romney),5
florida,palmbeach,211163,342527,0,553690,247257,349418,3666,600341,1299356,0.23725189185284185,0.17121716177148363,Dem (Obama),Dem (Obama),10
florida,hernando,25220,18980,0,44200,44906,37791,896,83593,170337,-0.1411764705882353,-0.08603697836680896,Rep (McCain),Rep (Romney),9
florida,sumter,30859,17644,0,48503,40644,19519,308,60471,85891,-0.2724573737706946,-0.35112943171051975,Rep (McCain),Rep (Romney),8
florida,pasco,109902,102217,0,212119,112335,98148,2875,213358,456514,-0.03622966353791975,-0.06740211798577557,Rep (McCain),Rep (Romney),10
florida,monroe,18906,20868,0,39774,19234,19392,419,39045,73065,0.049328707195655457,0.004090508983586185,Dem (Obama),Dem (Obama),8
florida,liberty,2337,892,0,3229,2301,942,41,3284,8230,-0.4475069681015794,-0.41905642923219244,Rep (McCain),Rep (Romney),2
florida,jefferson,3794,4082,0,7876,3808,3945,55,7808,14583,0.036566785170137124,0.0176705791306591,Dem (Obama),Dem (Obama),4
florida,citrus,43666,31428,0,75094,44657,28453,813,73923,140686,-0.16296907875462754,-0.22163862672684995,Rep (McCain),Rep (Romney),9
florida,charlotte,45180,39006,0,84186,47988,35896,780,84664,159385,-0.07333760957878982,-0.14415144723666015,Rep (McCain),Rep (Romney),9
florida,lafayette,2677,640,0,3317,2668,687,44,3399,8506,-0.6141091347603256,-0.5904619970193741,Rep (McCain),Rep (Romney),2
florida,hamilton,3179,2360,0,5539,3137,2226,41,5404,14696,-0.14786062466149125,-0.1698676114115234,Rep (McCain),Rep (Romney),4
florida,stjohns,68800,35578,0,104378,78490,35155,1088,114733,180624,-0.31828546245377376,-0.38131901975449867,Rep (McCain),Rep (Romney),9
florida,nassau,27326,10577,0,37903,29926,10249,348,40523,71099,-0.44189114318127853,-0.48978220286247665,Rep (McCain),Rep (Romney),8
florida,gilchrist,5654,1993,0,7647,5917,1885,106,7908,16683,-0.47874983653720415,-0.5167905665214048,Rep (McCain),Rep (Romney),4
florida,leon,55521,91356,0,146877,55806,90863,1666,148335,270409,0.24397965644723135,0.23902119739004152,Dem (Obama),Dem (Obama),10
florida,putnam,19586,13201,0,32787,19326,11666,331,31323,74715,-0.19474181840363558,-0.24716055756324212,Rep (McCain),Rep (Romney),8
florida,manatee,78040,67785,0,145825,85616,66476,1359,153451,318619,-0.07032401851534373,-0.12584488336007155,Rep (McCain),Rep (Romney),10
florida,hendry,5779,4998,0,10777,5355,4751,79,10185,39030,-0.07246914725804955,-0.05976647536117158,Rep (McCain),Rep (Romney),7
florida,alachua,47025,73134,0,120159,48765,69634,1919,120318,244247,0.21728709459965545,0.17625993462782624,Dem (Obama),Dem (Obama),10
florida,santarosa,55843,19394,0,75237,58169,17757,890,76816,147838,-0.4844557863817005,-0.5322550904828386,Rep (McCain),Rep (Romney),9
florida,brevard,157402,127400,0,284802,159270,122972,3262,285504,540583,-0.1053433613527995,-0.12860594808710255,Rep (McCain),Rep (Romney),10
