state,county,rep2008,dem2008,other2008,turnout2008,rep2012,dem2012,other2012,turnout2012,pop,dem_margin08,dem_margin12,winner08,winner12,pop_decile
georgia,turner,2096,1427,0,3523,2027,1508,21,3556,9025,-0.18989497587283566,-0.1468175388967468,Rep (McCain),Rep (Romney),2
georgia,screven,3419,3011,0,6430,3285,2769,39,6093,14799,-0.06345256609642301,-0.08523290386521308,Rep (McCain),Rep (Romney),4
georgia,brooks,3500,2658,0,6158,3522,3101,48,6671,16338,-0.13673270542383892,-0.06356635965574513,Rep (McCain),Rep (Romney),4
georgia,forsyth,59123,15383,0,74506,65853,14544,1201,81598,163885,-0.5870668134110004,-0.6381954550542931,Rep (McCain),Rep (Romney),9
georgia,benhill,3413,2589,0,6002,3395,2508,44,5947,17631,-0.1372875708097301,-0.15026257834999154,Rep (McCain),Rep (Romney),4
georgia,dekalb,65476,253675,0,319151,64308,237704,3287,305299,685371,0.5896863866946994,0.5741361270413096,Dem (Obama),Dem (Obama),10
georgia,henry,47115,40527,0,87642,46299,43374,796,90469,193717,-0.0751694393099199,-0.03261851393396006,Rep (McCain),Rep (Romney),9
georgia,rockdale,16860,20421,0,37281,15671,21878,330,37879,83135,0.09551782409270138,0.16530400276971424,Dem (Obama),Dem (Obama),8
georgia,oconee,12110,4821,0,16931,12222,4140,281,16643,31508,-0.430512078436005,-0.49394939493949397,Rep (McCain),Rep (Romney),6
georgia,gordon,13068,4247,0,17315,13174,3436,247,16857,54059,-0.5094426797574357,-0.5862733293196869,Rep (McCain),Rep (Romney),8
georgia,miller,1897,809,0,2706,1904,848,18,2770,6128,-0.402069475240207,-0.38372093023255816,Rep (McCain),Rep (Romney),2
georgia,gilmer,8400,2607,0,11007,8920,1955,133,11008,28076,-0.5263014445352957,-0.6404597701149425,Rep (McCain),Rep (Romney),6
georgia,jefferson,3060,4138,0,7198,2992,4238,38,7268,16919,0.14976382328424562,0.1723374827109267,Dem (Obama),Dem (Obama),4
georgia,elbert,4854,3353,0,8207,4857,3179,103,8139,20421,-0.18289265261362253,-0.20881035340965654,Rep (McCain),Rep (Romney),5
georgia,pulaski,2549,1370,0,3919,2444,1219,18,3681,11632,-0.30084205154376115,-0.33442533442533445,Rep (McCain),Rep (Romney),3
georgia,dawson,7701,1512,0,9213,8843,1241,150,10234,21758,-0.6717681536958645,-0.7538675128917096,Rep (McCain),Rep (Romney),5
georgia,floyd,23044,10641,0,33685,22636,9595,454,32685,95810,-0.3682054326851714,-0.4046104681828054,Rep (McCain),Rep (Romney),9
georgia,glynn,20460,12652,0,33112,20853,11922,279,33054,77632,-0.2358057501812032,-0.2724942791762014,Rep (McCain),Rep (Romney),8
georgia,jeffersondavis,3847,1350,0,5197,3994,1271,65,5330,14558,-0.48046950163555896,-0.5171889838556505,Rep (McCain),Rep (Romney),4
georgia,clarke,15309,29513,0,44822,13804,25386,948,40138,115070,0.3168979518986212,0.2955345751467211,Dem (Obama),Dem (Obama),9
georgia,coffee,8863,4805,0,13668,9242,5048,144,14434,41647,-0.29689786362306114,-0.2934919524142757,Rep (McCain),Rep (Romney),7
georgia,wayne,7601,2858,0,10459,7553,2594,111,10258,29705,-0.45348503681040253,-0.48871587661377747,Rep (McCain),Rep (Romney),6
georgia,baldwin,7818,8575,0,16393,7585,8469,160,16214,46905,0.04617824681266394,0.055064158465180015,Dem (Obama),Dem (Obama),7
georgia,hall,44913,14433,0,59346,45918,12489,834,59241,175001,-0.51359822060459,-0.5723457804715189,Rep (McCain),Rep (Romney),9
georgia,schley,1248,477,0,1725,1286,448,14,1748,4755,-0.4469565217391304,-0.48327566320645904,Rep (McCain),Rep (Romney),1
georgia,chatham,46801,62693,0,109494,47083,60077,1107,108267,256428,0.14514037298847426,0.12125793206420306,Dem (Obama),Dem (Obama),10
georgia,montgomery,2521,1043,0,3564,2662,1135,34,3831,9138,-0.41470258136924804,-0.40215959968396103,Rep (McCain),Rep (Romney),2
georgia,franklin,6054,1910,0,7964,6112,1499,146,7757,22121,-0.5203415369161225,-0.6060964393640783,Rep (McCain),Rep (Romney),5
georgia,walker,17101,6094,0,23195,16245,5269,365,21879,67845,-0.4745419271394697,-0.5101794180533606,Rep (McCain),Rep (Romney),8
georgia,meriwether,4980,4455,0,9435,4855,4328,76,9259,22425,-0.05564387917329094,-0.05738865294566046,Rep (McCain),Rep (Romney),5
georgia,twiggs,2086,2400,0,4486,1905,2269,25,4199,9385,0.06999554168524298,0.08720651653090561,Dem (Obama),Dem (Obama),3
georgia,bleckley,3652,1295,0,4947,3586,1266,51,4903,12937,-0.47645037396401857,-0.47815333882934874,Rep (McCain),Rep (Romney),3
georgia,upson,7282,4050,0,11332,7229,3955,73,11257,27308,-0.28521002470878926,-0.2927396280400572,Rep (McCain),Rep (Romney),6
georgia,newton,20331,20825,0,41156,20979,21844,393,43216,96833,0.012003110117601322,0.02019942554234874,Dem (Obama),Dem (Obama),9
georgia,clinch,1678,987,0,2665,1598,852,22,2472,6841,-0.2592870544090056,-0.30448979591836733,Rep (McCain),Rep (Romney),2
georgia,walton,27239,8457,0,35696,29018,8139,413,37570,81491,-0.5261653966831017,-0.5619129639098959,Rep (McCain),Rep (Romney),8
georgia,wilkinson,2349,2296,0,4645,2245,2180,23,4448,9685,-0.011410118406889129,-0.014689265536723164,Rep (McCain),Rep (Romney),3
georgia,talbot,1300,2367,0,3667,1202,2264,24,3490,6920,0.29097354785928553,0.3064050778995961,Dem (Obama),Dem (Obama),2
georgia,polk,9843,4043,0,13886,9798,3608,174,13580,41095,-0.41768687887080513,-0.46173355214083245,Rep (McCain),Rep (Romney),7
georgia,dade,4698,1608,0,6306,4458,1404,135,5997,16595,-0.4900095147478592,-0.5209825997952917,Rep (McCain),Rep (Romney),4
georgia,dooly,1979,2118,0,4097,1983,2278,28,4289,14283,0.03392726385159873,0.06923257451302511,Dem (Obama),Dem (Obama),4
georgia,hancock,792,3526,0,4318,764,3301,11,4076,9649,0.6331635016211209,0.6241082410824108,Dem (Obama),Dem (Obama),3
georgia,chattahoochee,803,827,0,1630,732,726,25,1483,11702,0.014723926380368098,-0.00411522633744856,Dem (Obama),Rep (Romney),3
georgia,harris,10645,4179,0,14824,11193,4141,145,15479,30807,-0.436184565569347,-0.45989304812834225,Rep (McCain),Rep (Romney),6
georgia,hart,6536,3363,0,9899,6516,2869,116,9501,25024,-0.32053742802303264,-0.38859882791688866,Rep (McCain),Rep (Romney),5
georgia,jones,7748,4551,0,12299,7740,4272,87,12099,28292,-0.2599398325067079,-0.2887112887112887,Rep (McCain),Rep (Romney),6
georgia,worth,5777,2540,0,8317,5864,2486,60,8410,21712,-0.3892028375616208,-0.4045508982035928,Rep (McCain),Rep (Romney),5
georgia,greene,4528,3329,0,7857,5067,3195,51,8313,15844,-0.15260277459590174,-0.22657952069716775,Rep (McCain),Rep (Romney),4
georgia,marion,1767,1380,0,3147,1731,1411,25,3167,8403,-0.12297426120114395,-0.10184595798854233,Rep (McCain),Rep (Romney),2
georgia,candler,2285,1207,0,3492,2344,1155,27,3526,10715,-0.3087056128293242,-0.33981137467847955,Rep (McCain),Rep (Romney),3
georgia,tattnall,4728,1932,0,6660,4702,1894,62,6658,24263,-0.4198198198198198,-0.4257125530624621,Rep (McCain),Rep (Romney),5
georgia,mcintosh,3280,2897,0,6177,3405,2860,68,6333,13817,-0.06200420916302412,-0.08699122106943336,Rep (McCain),Rep (Romney),3
georgia,calhoun,852,1322,0,2174,883,1297,7,2187,6488,0.21619135234590617,0.18990825688073396,Dem (Obama),Dem (Obama),2
georgia,treutlen,1816,1108,0,2924,1646,1068,24,2738,6835,-0.2421340629274966,-0.21296978629329402,Rep (McCain),Rep (Romney),2
georgia,camden,10351,6302,0,16653,11318,6358,262,17938,49293,-0.24313937428691526,-0.28060647205250056,Rep (McCain),Rep (Romney),7
georgia,burke,4342,5231,0,9573,4298,5403,72,9773,23083,0.09286535046484906,0.11390578290897846,Dem (Obama),Dem (Obama),5
georgia,carroll,28612,14308,0,42920,28249,12635,561,41445,109227,-0.33327120223671947,-0.3819097935622737,Rep (McCain),Rep (Romney),9
georgia,taylor,2019,1533,0,3552,1948,1571,18,3537,8875,-0.13682432432432431,-0.10713270815572606,Rep (McCain),Rep (Romney),2
georgia,houston,33355,22032,0,55387,34631,22643,638,57912,134880,-0.20443425352519545,-0.20930963438907707,Rep (McCain),Rep (Romney),9
georgia,taliaferro,339,643,0,982,321,636,4,961,2041,0.3095723014256619,0.329153605015674,Dem (Obama),Dem (Obama),1
georgia,washington,4215,4598,0,8813,4033,4705,58,8796,21112,0.043458527175763075,0.07690547035934997,Dem (Obama),Dem (Obama),5
georgia,mitchell,4199,3872,0,8071,4153,4081,39,8273,23697,-0.04051542559781935,-0.008744231236337139,Rep (McCain),Rep (Romney),5
georgia,irwin,2590,1186,0,3776,2519,1134,30,3683,9642,-0.3718220338983051,-0.37914043252121543,Rep (McCain),Rep (Romney),3
georgia,sumter,5713,6444,0,12157,5372,6370,78,11820,32865,0.06012996627457432,0.08499403849429399,Dem (Obama),Dem (Obama),6
georgia,paulding,39148,17201,0,56349,40771,15779,704,57254,134875,-0.3894833981082184,-0.44194518125552607,Rep (McCain),Rep (Romney),9
georgia,chattooga,5564,2591,0,8155,5434,2220,137,7791,25985,-0.3645616186388719,-0.41991115756467207,Rep (McCain),Rep (Romney),6
georgia,jasper,3913,1932,0,5845,4121,1839,50,6010,13695,-0.3389221556886228,-0.38288590604026845,Rep (McCain),Rep (Romney),3
georgia,murray,8180,3023,0,11203,8439,2542,228,11209,39925,-0.46032312773364276,-0.5370184864766415,Rep (McCain),Rep (Romney),7
georgia,wilkes,2705,2306,0,5011,2628,2080,38,4746,10580,-0.07962482538415486,-0.11639762107051826,Rep (McCain),Rep (Romney),3
georgia,early,2709,2602,0,5311,2556,2762,31,5349,11286,-0.020146864997175672,0.03873636705528394,Rep (McCain),Dem (Obama),3
georgia,thomas,10636,7709,0,18345,11153,7651,139,18943,44451,-0.15955301171981467,-0.1862369708572644,Rep (McCain),Rep (Romney),7
georgia,johnson,2426,1198,0,3624,2440,1305,27,3772,9967,-0.33885209713024284,-0.3030707610146863,Rep (McCain),Rep (Romney),3
georgia,fayette,38453,20272,0,58725,38046,19703,724,58473,105344,-0.3095955725840783,-0.31763320576979687,Rep (McCain),Rep (Romney),9
georgia,heard,3126,1040,0,4166,3155,947,60,4162,11720,-0.500720115218435,-0.538274012676743,Rep (McCain),Rep (Romney),3
georgia,seminole,2315,1657,0,3972,2244,1475,46,3765,8797,-0.16565961732124873,-0.20677601505781124,Rep (McCain),Rep (Romney),2
georgia,spalding,14875,10132,0,25007,14901,9884,272,25057,63304,-0.18966689326988442,-0.20242081904377648,Rep (McCain),Rep (Romney),8
georgia,stewart,783,1305,0,2088,740,1307,8,2055,5831,0.25,0.27699071812408405,Dem (Obama),Dem (Obama),2
georgia,union,8007,2486,0,10493,8771,2137,164,11072,21083,-0.5261602973410845,-0.6081774844151082,Rep (McCain),Rep (Romney),5
georgia,lincoln,2728,1649,0,4377,2806,1586,33,4425,8111,-0.24651587845556316,-0.2777777777777778,Rep (McCain),Rep (Romney),2
georgia,mcduffie,5400,3989,0,9389,5475,4041,69,9585,21719,-0.1502822451805304,-0.15069356872635561,Rep (McCain),Rep (Romney),5
georgia,jenkins,1935,1480,0,3415,1884,1487,15,3386,8400,-0.13323572474377746,-0.11776920795016316,Rep (McCain),Rep (Romney),2
idaho,power,1754,1027,0,2781,1870,982,51,2903,7633,-0.2614167565623876,-0.31136044880785413,Rep (McCain),Rep (Romney),2
idaho,idaho,5895,1935,0,7830,5821,1722,206,7749,15947,-0.5057471264367817,-0.543417738300411,Rep (McCain),Rep (Romney),4
idaho,cassia,6240,1305,0,7545,7150,1093,144,8387,22109,-0.6540755467196819,-0.7348052893364067,Rep (McCain),Rep (Romney),5
idaho,butte,1056,318,0,1374,1001,258,27,1286,2842,-0.537117903930131,-0.5901509134233519,Rep (McCain),Rep (Romney),1
idaho,bonneville,29324,11415,0,40739,32336,9929,1037,43302,100213,-0.4396033285058543,-0.5301549745652431,Rep (McCain),Rep (Romney),9
idaho,teton,2263,2302,0,4565,2458,1926,139,4523,9413,0.008543263964950712,-0.12135036496350365,Dem (Obama),Rep (Romney),3
idaho,elmore,5571,2523,0,8094,5227,2513,261,8001,26669,-0.3765752409191994,-0.35064599483204134,Rep (McCain),Rep (Romney),6
idaho,bonner,11145,7840,0,18985,11367,6500,669,18536,40711,-0.17408480379246774,-0.27240163429786757,Rep (McCain),Rep (Romney),7
idaho,owyhee,3024,944,0,3968,2794,833,96,3723,11389,-0.5241935483870968,-0.5406672180865729,Rep (McCain),Rep (Romney),3
idaho,payette,5988,2415,0,8403,6004,2271,220,8495,22451,-0.42520528382720457,-0.4511178247734139,Rep (McCain),Rep (Romney),5
idaho,jerome,4897,1794,0,6691,4804,1699,178,6681,21282,-0.4637572859064415,-0.4774719360295248,Rep (McCain),Rep (Romney),5
idaho,caribou,2656,553,0,3209,2608,385,57,3050,6900,-0.6553443440324088,-0.7427330437687939,Rep (McCain),Rep (Romney),2
idaho,twinfalls,19032,8621,0,27653,19773,7541,828,28142,74929,-0.3764871804144216,-0.4478289521856923,Rep (McCain),Rep (Romney),8
idaho,lewis,1275,479,0,1754,1173,396,43,1612,3761,-0.45381984036488027,-0.49521988527724664,Rep (McCain),Rep (Romney),1
idaho,canyon,42752,20147,0,62899,44369,19866,1855,66090,182723,-0.35938568180734193,-0.38145870631275786,Rep (McCain),Rep (Romney),9
idaho,boise,2433,1240,0,3673,2284,953,108,3345,7122,-0.32480261366730195,-0.4111831943157244,Rep (McCain),Rep (Romney),2
idaho,nezperce,10357,7123,0,17480,9967,6451,430,16848,38886,-0.18501144164759725,-0.21415519551711537,Rep (McCain),Rep (Romney),7
idaho,minidoka,3976,1137,0,5113,5442,1390,141,6973,19524,-0.5552513201642871,-0.5930913348946136,Rep (McCain),Rep (Romney),5
idaho,clearwater,2569,1211,0,3780,2541,1032,123,3696,8766,-0.3592592592592593,-0.42233417296389586,Rep (McCain),Rep (Romney),2
idaho,bannock,19356,14792,0,34148,21010,13214,1036,35260,80701,-0.13365350825817032,-0.22779336138382422,Rep (McCain),Rep (Romney),8
idaho,boundary,3098,1474,0,4572,3138,1225,181,4544,10792,-0.3552055993000875,-0.4384597753839102,Rep (McCain),Rep (Romney),3
idaho,benewah,2646,1407,0,4053,2596,1164,124,3884,9302,-0.30569948186528495,-0.38085106382978723,Rep (McCain),Rep (Romney),3
idaho,ada,92879,82023,0,174902,97471,77043,5847,180361,380718,-0.06206904437913803,-0.11705651122546042,Rep (McCain),Rep (Romney),10
idaho,camas,422,187,0,609,402,159,17,578,1216,-0.38587848932676516,-0.43315508021390375,Rep (McCain),Rep (Romney),1
idaho,adams,1515,728,0,2243,1413,577,70,2060,3942,-0.35086937137761925,-0.4201005025125628,Rep (McCain),Rep (Romney),1
idaho,valley,2750,2394,0,5144,2664,2095,160,4919,9846,-0.06920684292379471,-0.11956293338936752,Rep (McCain),Rep (Romney),3
idaho,shoshone,2953,2521,0,5474,2699,2277,172,5148,12917,-0.07891852393131166,-0.08480707395498392,Rep (McCain),Rep (Romney),3
idaho,blaine,3439,6947,0,10386,3939,5992,263,10194,21329,0.3377623724244175,0.20672641224448696,Dem (Obama),Dem (Obama),5
idaho,kootenai,38387,22120,0,60507,39347,18824,1593,59764,134851,-0.2688449270332358,-0.35280466211686234,Rep (McCain),Rep (Romney),9
idaho,fremont,4700,1065,0,5765,4907,810,85,5802,13062,-0.6305290546400694,-0.7166345985656813,Rep (McCain),Rep (Romney),3
idaho,washington,3168,1241,0,4409,3128,1104,98,4330,10105,-0.43706055794964843,-0.4782608695652174,Rep (McCain),Rep (Romney),3
idaho,latah,7984,9191,0,17175,7589,8306,864,16759,36645,0.07027656477438136,0.04510852469329978,Dem (Obama),Dem (Obama),7
idaho,bingham,12230,4424,0,16654,13440,3822,341,17603,44496,-0.46871622433049115,-0.5571776155717761,Rep (McCain),Rep (Romney),7
idaho,jefferson,8540,1641,0,10181,9895,1303,183,11381,24523,-0.6776348099400845,-0.7672798714056082,Rep (McCain),Rep (Romney),5
idaho,lemhi,2938,796,0,3734,3029,960,120,4109,7861,-0.5736475629351901,-0.5186763599899724,Rep (McCain),Rep (Romney),2
idaho,oneida,1724,381,0,2105,1838,217,34,2089,4212,-0.6380047505938242,-0.7888077858880779,Rep (McCain),Rep (Romney),1
idaho,gooding,3764,1485,0,5249,3696,1287,135,5118,15140,-0.4341779386549819,-0.48344370860927155,Rep (McCain),Rep (Romney),4
idaho,bearlake,2377,502,0,2879,2489,302,31,2822,6026,-0.6512678013199027,-0.7835901110713006,Rep (McCain),Rep (Romney),2
idaho,madison,11120,1625,0,12745,13445,832,135,14412,36413,-0.7449980384464496,-0.8834489038313371,Rep (McCain),Rep (Romney),6
idaho,franklin,4231,599,0,4830,5195,325,80,5600,12497,-0.7519668737060041,-0.8822463768115942,Rep (McCain),Rep (Romney),3
idaho,custer,1704,620,0,2324,1744,530,78,2352,4277,-0.4664371772805508,-0.5338610378188214,Rep (McCain),Rep (Romney),1
idaho,lincoln,967,497,0,1464,1141,429,52,1622,5021,-0.32103825136612024,-0.4535031847133758,Rep (McCain),Rep (Romney),1
idaho,gem,5585,2166,0,7751,5311,1957,222,7490,16778,-0.4411043736292091,-0.46147495872317007,Rep (McCain),Rep (Romney),4
idaho,clark,305,64,0,369,235,66,27,328,857,-0.6531165311653117,-0.5614617940199336,Rep (McCain),Rep (Romney),1
illinois,rockisland,25338,42175,0,67513,24888,39081,911,64880,147524,0.24938900656169924,0.2218730947802842,Dem (Obama),Dem (Obama),9
illinois,richland,4320,3177,0,7497,4750,2360,164,7274,16166,-0.1524609843937575,-0.3361462728551336,Rep (McCain),Rep (Romney),4
illinois,kane,84223,105592,0,189815,89502,91120,3009,183631,502628,0.11257803650923268,0.00895793424942698,Dem (Obama),Dem (Obama),10
illinois,pope,1339,842,0,2181,1511,649,59,2219,4426,-0.22787712058688675,-0.3990740740740741,Rep (McCain),Rep (Romney),1
illinois,winnebago,53806,69903,0,123709,53722,60334,2045,116101,293972,0.1301198781010274,0.05797152276074911,Dem (Obama),Dem (Obama),10
illinois,kendall,20675,23529,0,44204,23076,21219,747,45042,105602,0.0645642928241788,-0.04192346766000677,Dem (Obama),Rep (Romney),9
illinois,randolph,7536,7387,0,14923,8284,5753,343,14380,33567,-0.009984587549420358,-0.18030918287383343,Rep (McCain),Rep (Romney),6
illinois,grundy,9144,9134,0,18278,11198,9319,439,20956,48744,-5.47105810263705e-4,-0.09158259004727787,Rep (McCain),Rep (Romney),7
illinois,jackson,9665,15199,0,24864,9130,11306,754,21190,59864,0.22257078507078507,0.10647876296731258,Dem (Obama),Dem (Obama),8
illinois,monroe,9870,7943,0,17813,10879,6205,323,17407,32431,-0.10817941952506596,-0.2735893233434793,Rep (McCain),Rep (Romney),6
illinois,dupage,182860,227416,0,410276,193333,197411,6429,397173,911481,0.10860006434692743,0.010436500624449768,Dem (Obama),Dem (Obama),10
illinois,stephenson,9686,11010,0,20696,8742,7954,333,17029,47791,0.06397371472748357,-0.04719693339722089,Dem (Obama),Rep (Romney),7
illinois,morgan,7585,7458,0,15043,7962,5792,317,14071,35755,-0.008442464933856279,-0.1577722844263487,Rep (McCain),Rep (Romney),6
illinois,putnam,1376,1900,0,3276,1500,1558,74,3132,5982,0.15995115995115994,0.01896664486592544,Dem (Obama),Dem (Obama),2
illinois,madison,57059,68836,0,125895,60481,58813,2909,122203,268005,0.09354620914253942,-0.013982262309923383,Dem (Obama),Rep (Romney),10
illinois,knox,9396,14165,0,23561,9133,12993,391,22517,52932,0.2024107635499342,0.1744553918466962,Dem (Obama),Dem (Obama),8
illinois,mclean,36657,37551,0,74208,39638,31590,1528,72756,166706,0.012047218628719275,-0.112989273881058,Dem (Obama),Rep (Romney),9
illinois,brown,1541,985,0,2526,1511,787,64,2362,6897,-0.220110847189232,-0.31505657093124456,Rep (McCain),Rep (Romney),2
illinois,livingston,9180,6184,0,15364,9745,5014,260,15019,39010,-0.1950013017443374,-0.32055017277593334,Rep (McCain),Rep (Romney),7
illinois,lake,85284,111051,0,196335,128609,151552,3871,284032,697179,0.131239972495989,0.08189219770060786,Dem (Obama),Dem (Obama),10
illinois,douglas,5001,3226,0,8227,5331,2426,132,7889,20012,-0.21575300838701836,-0.3745004512053629,Rep (McCain),Rep (Romney),5
illinois,shelby,6390,4236,0,10626,6837,3336,210,10383,22362,-0.20271033314511575,-0.3441462695370097,Rep (McCain),Rep (Romney),5
illinois,jersey,5320,5036,0,10356,6032,3656,252,9940,22932,-0.02742371572035535,-0.24525185796862098,Rep (McCain),Rep (Romney),5
illinois,lee,8243,7757,0,16000,8046,6932,297,15275,36100,-0.030375,-0.0743757511016157,Rep (McCain),Rep (Romney),6
illinois,macoupin,9879,12071,0,21950,10909,9440,598,20947,47980,0.0998633257403189,-0.07219027962062018,Dem (Obama),Rep (Romney),7
illinois,edgar,4393,3737,0,8130,5125,2563,122,7810,18776,-0.08068880688806888,-0.3332466181061394,Rep (McCain),Rep (Romney),4
illinois,pike,4451,3021,0,7472,4853,2276,146,7275,16580,-0.1913811563169165,-0.3614812736709216,Rep (McCain),Rep (Romney),4
illinois,cook,477038,1582973,0,2060011,479204,1439123,26074,1944401,5172848,0.536858783763776,0.500393832751142,Dem (Obama),Dem (Obama),10
illinois,henderson,1540,2213,0,3753,1538,1977,48,3563,7462,0.1793232081001865,0.12489331436699858,Dem (Obama),Dem (Obama),2
illinois,gallatin,1211,1587,0,2798,1492,1028,49,2569,5773,0.1343817012151537,-0.18412698412698414,Dem (Obama),Rep (Romney),2
illinois,jodaviess,5163,6392,0,11555,5529,5660,222,11411,22728,0.10636088273474686,0.01170792742872464,Dem (Obama),Dem (Obama),5
illinois,macon,24901,25419,0,50320,25249,22688,805,48742,110719,0.010294117647058823,-0.05342428604209692,Dem (Obama),Rep (Romney),9
illinois,clay,3924,2423,0,6347,4184,1581,134,5899,13927,-0.23648968016385694,-0.4515177797051171,Rep (McCain),Rep (Romney),4
illinois,adams,18592,11700,0,30292,20371,9627,540,30538,67030,-0.22751881684933314,-0.3581572104806987,Rep (McCain),Rep (Romney),8
illinois,lasalle,21855,27415,0,49270,23207,23023,916,47146,113789,0.1128475745889994,-0.003980099502487562,Dem (Obama),Rep (Romney),9
illinois,dewitt,4345,3299,0,7644,4576,2598,164,7338,16672,-0.1368393511250654,-0.2757178700864232,Rep (McCain),Rep (Romney),4
illinois,effingham,11313,5256,0,16569,12491,3855,249,16595,34232,-0.36556219445953286,-0.5283249724703292,Rep (McCain),Rep (Romney),6
illinois,bureau,7902,8872,0,16774,8151,8118,330,16599,35083,0.057827590318349824,-0.002028397565922921,Dem (Obama),Rep (Romney),6
illinois,cass,2617,2690,0,5307,2707,2050,101,4858,13648,0.013755417373280572,-0.138112255623292,Dem (Obama),Rep (Romney),3
illinois,fulton,6244,9722,0,15966,6622,8324,391,15337,37205,0.21783790554929225,0.11387662250769437,Dem (Obama),Dem (Obama),7
illinois,kankakee,22508,24719,0,47227,23115,21574,763,45452,112100,0.04681643974844898,-0.034482758620689655,Dem (Obama),Rep (Romney),9
illinois,stark,1513,1357,0,2870,1527,1095,39,2661,6086,-0.05435540069686411,-0.16475972540045766,Rep (McCain),Rep (Romney),2
illinois,whiteside,10867,15587,0,26454,8676,12393,423,21492,58750,0.178422922809405,0.17642033319094405,Dem (Obama),Dem (Obama),8
illinois,warren,3637,4286,0,7923,3460,3893,123,7476,17745,0.081913416635112965,0.0588875288997688,Dem (Obama),Dem (Obama),4
illinois,will,119049,154691,0,273740,118366,127522,3820,249708,667977,0.13020384306276028,0.03723646538261322,Dem (Obama),Dem (Obama),10
illinois,edwards,2136,1140,0,3276,2402,754,69,3225,6707,-0.304029304029304,-0.5221799746514575,Rep (McCain),Rep (Romney),2
illinois,ford,4075,2226,0,6301,4225,1654,121,6000,14113,-0.2934454848436756,-0.43731927198503145,Rep (McCain),Rep (Romney),4
illinois,peoria,33018,44396,0,77414,36617,40050,1393,78060,185108,0.14697599917327614,0.04477806618232095,Dem (Obama),Dem (Obama),9
illinois,perry,5077,4697,0,9774,5497,3813,223,9533,22488,-0.03887865766318805,-0.18088077336197636,Rep (McCain),Rep (Romney),5
illinois,clark,4406,3737,0,8143,5138,2587,118,7843,16545,-0.08215645339555447,-0.3302265372168285,Rep (McCain),Rep (Romney),4
illinois,white,3985,3315,0,7300,4729,2187,143,7059,14800,-0.09178082191780822,-0.3675534991324465,Rep (McCain),Rep (Romney),4
illinois,piatt,4988,3856,0,8844,5412,3081,204,8697,16708,-0.127996381727725,-0.2744613210879548,Rep (McCain),Rep (Romney),4
illinois,scott,1453,1090,0,2543,1586,910,58,2554,5374,-0.14274478961856074,-0.2708333333333333,Rep (McCain),Rep (Romney),2
illinois,crawford,5067,3877,0,8944,5577,2855,166,8598,19864,-0.13305008944543828,-0.3228178368121442,Rep (McCain),Rep (Romney),5
illinois,williamson,17351,12893,0,30244,17880,10622,577,29079,65579,-0.14740113741568575,-0.2546487965756789,Rep (McCain),Rep (Romney),8
illinois,alexander,1692,2189,0,3881,1485,1961,49,3495,8449,0.1280597784076269,0.13813116656993615,Dem (Obama),Dem (Obama),2
illinois,coles,10962,11704,0,22666,11623,9252,463,21338,53568,0.032736256948733784,-0.11358083832335329,Dem (Obama),Rep (Romney),8
illinois,ogle,13131,11247,0,24378,13409,9504,429,23342,53578,-0.07728279596357371,-0.17042726836293806,Rep (McCain),Rep (Romney),8
illinois,dekalb,18260,25765,0,44025,18906,21171,943,41020,104026,0.17047132311186824,0.05651620630286698,Dem (Obama),Dem (Obama),9
illinois,logan,7424,5245,0,12669,7835,3974,228,12037,30440,-0.1719946325676849,-0.32695401812177155,Rep (McCain),Rep (Romney),6
illinois,menard,3672,2704,0,6376,3944,2095,103,6142,12702,-0.15181932245922208,-0.3061765192912734,Rep (McCain),Rep (Romney),3
illinois,henry,11247,13177,0,24424,11564,12316,399,24279,50477,0.07902063544055028,0.03149078726968174,Dem (Obama),Dem (Obama),7
illinois,mason,3139,3540,0,6679,3265,2867,140,6272,14921,0.06003892798323102,-0.06490541422048271,Dem (Obama),Rep (Romney),4
illinois,clinton,9348,7653,0,17001,10493,5577,324,16394,37395,-0.09970001764602082,-0.3059116365899191,Rep (McCain),Rep (Romney),7
illinois,hardin,1330,892,0,2222,1535,742,53,2330,4402,-0.19711971197119713,-0.3482652613087396,Rep (McCain),Rep (Romney),1
illinois,jefferson,9293,7460,0,16753,9805,6080,418,16303,39202,-0.10941323941980541,-0.23449795404469626,Rep (McCain),Rep (Romney),7
illinois,mercer,3830,4885,0,8715,3874,4503,148,8525,16551,0.12105565117613311,0.07508654649635908,Dem (Obama),Dem (Obama),4
illinois,hamilton,2353,1794,0,4147,2566,1266,103,3935,8453,-0.13479623824451412,-0.33924843423799583,Rep (McCain),Rep (Romney),2
illinois,pulaski,1592,1636,0,3228,1562,1389,50,3001,6262,0.013630731102850062,-0.05862419518807184,Dem (Obama),Rep (Romney),2
illinois,sangamon,46857,51176,0,98033,50131,41961,1940,94032,195288,0.04405659318800812,-0.08871563219389306,Dem (Obama),Rep (Romney),9
illinois,mcdonough,6047,6780,0,12827,6142,5957,340,12439,32730,0.05714508458719888,-0.01529051987767584,Dem (Obama),Rep (Romney),6
illinois,cumberland,3155,2052,0,5207,3506,1640,144,5290,11073,-0.21183022853850586,-0.3626117372716673,Rep (McCain),Rep (Romney),3
illinois,tazewell,33203,29335,0,62538,35266,24385,1252,60903,133863,-0.0618503949598644,-0.18241102412365257,Rep (McCain),Rep (Romney),9
