state_name,county_name,votes_gop,votes_dem,total_votes,diff,per_gop,per_dem,per_point_diff
Iowa,Madison County,6864,3008,9995,3856,0.6867433716858429,0.3009504752376188,0.38579289644822407
Iowa,Mahaska County,8207,2577,10910,5630,0.7522456461961503,0.23620531622364804,0.5160403299725023
Iowa,Marion County,13289,5928,19490,7361,0.681836839404823,0.30415597742432016,0.3776808619805028
Iowa,Marshall County,9815,7134,17217,2681,0.5700760875878492,0.414357902073532,0.15571818551431726
Iowa,Mills County,5671,2456,8223,3215,0.6896509789614496,0.29867444971421625,0.3909765292472333
Iowa,Mitchell County,3736,1943,5757,1793,0.6489491054368595,0.33750217126975857,0.3114469341671009
Iowa,Monona County,3331,1236,4616,2095,0.7216204506065858,0.26776429809358754,0.4538561525129982
Iowa,Monroe County,3104,1002,4146,2102,0.7486734201640135,0.24167872648335745,0.5069946936806561
Iowa,Montgomery County,3486,1508,5061,1978,0.6887966804979253,0.29796482908516103,0.3908318514127643
Iowa,Muscatine County,11152,8212,19695,2940,0.5662350850469662,0.41695861893881697,0.1492764661081492
Iowa,O'Brien County,5998,1428,7501,4570,0.7996267164378082,0.19037461671777095,0.6092520997200372
Iowa,Osceola County,2623,555,3219,2068,0.8148493320907114,0.1724137931034483,0.6424355389872631
Iowa,Page County,5153,2060,7297,3093,0.706180622173496,0.2823077977250925,0.42387282444840346
Iowa,Palo Alto County,3576,1338,4976,2238,0.7186495176848875,0.26889067524115756,0.44975884244372993
Iowa,Plymouth County,10661,3104,13931,7557,0.7652716962170698,0.22281243270404136,0.5424592635130284
Iowa,Pocahontas County,2727,796,3573,1931,0.7632241813602015,0.22278197593059057,0.540442205429611
Iowa,Polk County,112240,140075,255563,-27835,0.43918720628572994,0.5481035987212547,-0.10891639243552476
Iowa,Pottawattamie County,26335,17468,44411,8867,0.5929837202494878,0.3933259777982932,0.19965774245119455
Iowa,Poweshiek County,5758,4067,9971,1691,0.5774746765620299,0.4078828602948551,0.1695918162671748
Iowa,Ringgold County,2015,638,2683,1377,0.7510249720462169,0.23779351472232577,0.5132314573238911
Iowa,Sac County,4100,1289,5448,2811,0.7525697503671072,0.2366005873715125,0.5159691629955947
Iowa,Scott County,45976,42479,89743,3497,0.5123073665912662,0.4733405390949712,0.03896682749629499
Iowa,Shelby County,4600,1811,6486,2789,0.7092198581560284,0.2792167745914277,0.4300030835646007
Iowa,Sioux County,16053,2626,18881,13427,0.8502197976802076,0.1390816164398072,0.7111381812404004
Iowa,Story County,21665,26765,49200,-5100,0.4403455284552846,0.5440040650406504,-0.10365853658536578
Iowa,Tama County,5379,3070,8594,2309,0.6259017919478707,0.35722597160809866,0.268675820339772
Iowa,Taylor County,2381,666,3078,1715,0.7735542560103964,0.2163742690058479,0.5571799870045484
Iowa,Union County,4044,1874,5996,2170,0.6744496330887259,0.3125416944629753,0.36190793862575055
Iowa,Van Buren County,2785,778,3622,2007,0.7689122032026505,0.21479845389287688,0.5541137493097736
Iowa,Wapello County,9479,4896,14571,4583,0.6505387413355295,0.33600988264360715,0.3145288586919223
Iowa,Warren County,19486,12712,32662,6774,0.5965954320004898,0.3891984569224175,0.2073969750780723
Iowa,Washington County,7119,4297,11551,2822,0.6163102761665656,0.3720024240325513,0.24430785213401435
Iowa,Wayne County,2426,643,3119,1783,0.7778134017313242,0.2061558191728118,0.5716575825585124
Iowa,Webster County,10850,5641,16706,5209,0.649467257272836,0.33766311504848556,0.3118041422243505
Iowa,Winnebago County,3636,1909,5627,1727,0.6461702505775724,0.3392571530122623,0.3069130975653101
Iowa,Winneshiek County,6427,5321,11927,1106,0.5388614068919259,0.4461306279869205,0.09273077890500542
Iowa,Woodbury County,25969,16145,42674,9824,0.608543844026808,0.3783334114449079,0.23021043258190005
Iowa,Worth County,2715,1508,4278,1207,0.6346423562412342,0.3525011687704535,0.2821411874707807
Iowa,Wright County,3853,1770,5706,2083,0.6752541184717841,0.31019978969505785,0.3650543287767262
Kansas,Allen County,4029,1445,5600,2584,0.7194642857142857,0.2580357142857143,0.46142857142857135
Kansas,Anderson County,2998,732,3791,2266,0.7908203640200475,0.1930888947507254,0.5977314692693221
Kansas,Atchison County,4911,2201,7255,2710,0.6769124741557546,0.30337698139214336,0.37353549276361125
Kansas,Barber County,1854,288,2170,1566,0.8543778801843318,0.1327188940092166,0.7216589861751153
Kansas,Barton County,8205,2207,10570,5998,0.7762535477767266,0.20879848628193,0.5674550614947966
Kansas,Bourbon County,5003,1444,6572,3559,0.7612598904443092,0.21972002434570903,0.5415398660986002
Kansas,Brown County,3106,1065,4258,2041,0.7294504462188821,0.2501174260216064,0.4793330201972757
Kansas,Butler County,22426,9150,32236,13276,0.695681846382926,0.28384414939818836,0.4118376969847376
Kansas,Chase County,1090,348,1462,742,0.7455540355677155,0.23803009575923392,0.5075239398084815
Kansas,Chautauqua County,1299,211,1527,1088,0.8506876227897839,0.13817943680419123,0.7125081859855927
Kansas,Cherokee County,6584,1970,8717,4614,0.7553057244464839,0.22599518182861075,0.5293105426178731
Kansas,Cheyenne County,1185,206,1422,979,0.8333333333333334,0.14486638537271448,0.6884669479606189
Kansas,Clark County,867,129,1014,738,0.8550295857988166,0.1272189349112426,0.727810650887574
Kansas,Clay County,3150,867,4113,2283,0.7658643326039387,0.2107950401167031,0.5550692924872356
Kansas,Cloud County,3218,767,4047,2451,0.795156906350383,0.1895231035334816,0.6056338028169015
Kansas,Coffey County,3371,934,4377,2437,0.7701622115604295,0.21338816541009825,0.5567740461503312
Kansas,Comanche County,727,130,874,597,0.8318077803203662,0.14874141876430205,0.68306636155606415
Kansas,Cowley County,9360,3919,13505,5441,0.6930766382821177,0.29018881895594223,0.4028878193261755
Kansas,Crawford County,10084,5956,16334,4128,0.6173625566303416,0.3646381780335496,0.2527243785967919
Kansas,Decatur County,1217,215,1452,1002,0.8381542699724518,0.1480716253443526,0.6900826446280992
Kansas,Dickinson County,7014,1989,9144,5025,0.7670603674540682,0.21751968503937008,0.5495406824146982
Kansas,Doniphan County,2899,626,3577,2273,0.810455689124965,0.17500698909700865,0.6354487000279564
Kansas,Douglas County,17523,39582,58041,-22059,0.3019072724453404,0.6819661963095054,-0.380058923864165
Kansas,Edwards County,1042,213,1269,829,0.8211189913317573,0.16784869976359337,0.6532702915681639
Kansas,Elk County,1123,191,1338,932,0.8393124065769806,0.14275037369207771,0.6965620328849029
Kansas,Ellis County,9743,3511,13511,6232,0.7211161275997335,0.2598623343941973,0.4612537932055362
Kansas,Ellsworth County,2078,636,2758,1442,0.7534445250181291,0.23060188542422044,0.5228426395939086
Kansas,Finney County,7166,3425,10782,3741,0.6646262289000185,0.3176590613986273,0.3469671675013912
Kansas,Ford County,5616,2461,8224,3155,0.6828793774319066,0.29924610894941633,0.3836332684824903
Kansas,Franklin County,8773,3676,12708,5097,0.690352533836953,0.28926660371419577,0.4010859301227573
Kansas,Geary County,5288,3674,9163,1614,0.5771035687002074,0.4009603841536615,0.17614318454654593
Kansas,Gove County,1227,150,1396,1077,0.8789398280802292,0.10744985673352436,0.7714899713467048
Kansas,Graham County,1055,210,1287,845,0.8197358197358198,0.16317016317016317,0.6565656565656566
Kansas,Grant County,1793,395,2220,1398,0.8076576576576576,0.17792792792792791,0.6297297297297297
Kansas,Gray County,1837,324,2193,1513,0.8376652986776105,0.14774281805745554,0.6899224806201549
Kansas,Greeley County,510,75,593,435,0.8600337268128162,0.12647554806070826,0.7335581787521079
Kansas,Greenwood County,2299,541,2884,1758,0.7971567267683772,0.1875866851595007,0.6095700416088765
Kansas,Hamilton County,671,131,815,540,0.8233128834355828,0.1607361963190184,0.6625766871165645
Kansas,Harper County,2072,437,2555,1635,0.810958904109589,0.1710371819960861,0.639921722113503
Kansas,Harvey County,9591,6202,16086,3389,0.5962327489742634,0.3855526544821584,0.21068009449210495
Kansas,Haskell County,1045,221,1278,824,0.8176838810641628,0.1729264475743349,0.6447574334898278
Kansas,Hodgeman County,817,136,966,681,0.8457556935817805,0.14078674948240166,0.7049689440993788
Kansas,Jackson County,4557,1799,6474,2758,0.7038924930491196,0.2778807537843682,0.4260117392647514
Kansas,Jefferson County,6694,3030,9927,3664,0.6743225546489372,0.3052281656089453,0.3690943890399919
Kansas,Jewell County,1370,176,1574,1194,0.8703939008894537,0.11181702668360864,0.7585768742058451
Kansas,Johnson County,154247,183451,343780,-29204,0.4486793879806853,0.5336290650997731,-0.08494967711908785
Kansas,Kearny County,1082,192,1301,890,0.8316679477325134,0.14757878554957723,0.6840891621829361
Kansas,Kingman County,3119,753,3947,2366,0.7902204205725868,0.19077780592855337,0.5994426146440335
Kansas,Kiowa County,941,151,1107,790,0.8500451671183379,0.13640469738030714,0.7136404697380307
Kansas,Labette County,5410,2385,7921,3025,0.682994571392501,0.3010983461684131,0.3818962252240879
Kansas,Lane County,709,111,843,598,0.8410438908659549,0.13167259786476868,0.7093712930011862
Kansas,Leavenworth County,22055,13732,36547,8323,0.603469505020932,0.3757353544750595,0.22773415054587248
Kansas,Lincoln County,1233,250,1507,983,0.8181818181818182,0.16589250165892502,0.6522893165228932
Kansas,Linn County,4093,854,5016,3239,0.8159888357256778,0.17025518341307816,0.6457336523125996
Kansas,Logan County,1186,183,1400,1003,0.8471428571428572,0.13071428571428573,0.7164285714285714
Kansas,Lyon County,7462,5515,13256,1947,0.5629149064574532,0.41603802051901023,0.146876885938443
Kansas,McPherson County,9816,4021,14104,5795,0.6959727736812252,0.2850964265456608,0.4108763471355644
Kansas,Marion County,4312,1429,5870,2883,0.7345826235093696,0.2434412265758092,0.49114139693356046
Kansas,Marshall County,3644,1205,4968,2439,0.7334943639291466,0.2425523349436393,0.4909420289855073
Kansas,Meade County,1427,247,1695,1180,0.8418879056047197,0.1457227138643068,0.6961651917404129
Kansas,Miami County,12854,5472,18685,7382,0.687931495852288,0.29285523146909287,0.3950762643831951
Kansas,Mitchell County,2608,528,3172,2080,0.8221941992433796,0.1664564943253468,0.6557377049180327
Kansas,Montgomery County,9287,2934,12441,6353,0.7464834016558155,0.23583313238485656,0.5106502692709589
Kansas,Morris County,2021,721,2792,1300,0.7238538681948424,0.2582378223495702,0.4656160458452722
Kansas,Morton County,909,131,1060,778,0.8575471698113207,0.12358490566037736,0.7339622641509433
Kansas,Nemaha County,4655,888,5620,3767,0.8282918149466192,0.15800711743772242,0.6702846975088967
Kansas,Neosho County,4961,1696,6784,3265,0.7312794811320755,0.25,0.4812794811320755
Kansas,Ness County,1205,129,1363,1076,0.8840792369772561,0.0946441672780631,0.789435069699193
Kansas,Norton County,1882,346,2270,1536,0.8290748898678414,0.1524229074889868,0.6766519823788546
Kansas,Osage County,5736,1946,7892,3790,0.7268119614799797,0.24657881398884943,0.4802331474911303
Kansas,Osborne County,1477,261,1774,1216,0.8325817361894025,0.1471251409244645,0.685456595264938
Kansas,Ottawa County,2475,476,3003,1999,0.8241758241758241,0.1585081585081585,0.6656676656676657
Kansas,Pawnee County,2003,625,2675,1378,0.748785046728972,0.2336448598130841,0.5151401869158878
Kansas,Phillips County,2356,331,2747,2025,0.8576629049872588,0.1204950855478704,0.7371678194393885
Kansas,Pottawatomie County,9811,3394,13472,6417,0.7282511876484561,0.25192992874109266,0.47632125890736343
Kansas,Pratt County,3054,954,4082,2100,0.7481626653601176,0.23370896619304263,0.514453699167075
Kansas,Rawlins County,1194,176,1403,1018,0.8510334996436208,0.12544547398431932,0.7255880256593015
Kansas,Reno County,17847,8554,26940,9293,0.6624721603563475,0.31752041573867856,0.3449517446176689
Kansas,Republic County,2001,396,2443,1605,0.8190749079001228,0.16209578387228818,0.6569791240278346
Kansas,Rice County,3073,825,3966,2248,0.7748361069087242,0.20801815431164905,0.5668179525970751
Kansas,Riley County,11630,12063,24313,-433,0.4783449183564348,0.4961543207337638,-0.01780940237732897
Kansas,Rooks County,2153,349,2534,1804,0.8496448303078137,0.13772691397000789,0.7119179163378058
Kansas,Rush County,1315,264,1606,1051,0.8188044831880449,0.1643835616438356,0.6544209215442093
Kansas,Russell County,2632,608,3301,2024,0.7973341411693426,0.184186610118146,0.6131475310511967
Kansas,Saline County,15069,7734,23226,7335,0.6487987600103332,0.33298889175923535,0.31580986825109786
Kansas,Scott County,1843,248,2135,1595,0.863231850117096,0.1161592505854801,0.7470725995316159
Kansas,Sedgwick County,120118,90506,214152,29612,0.5609006686839254,0.4226250513653853,0.1382756173185401
Kansas,Seward County,3133,1354,4565,1779,0.6863088718510405,0.29660460021905805,0.38970427163198246
Kansas,Shawnee County,39901,40308,81819,-407,0.4876740121487674,0.49264840684926486,-0.00497439470049748
Kansas,Sheridan County,1229,126,1373,1103,0.8951201747997086,0.09176984705025493,0.8033503277494537
Kansas,Sherman County,2161,379,2593,1782,0.8333976089471654,0.1461627458542229,0.6872348630929426
Kansas,Smith County,1675,300,2006,1375,0.8349950149551346,0.14955134596211367,0.685443668993021
Kansas,Stafford County,1548,326,1909,1222,0.8108957569408067,0.17077003666841278,0.640125720272394
Kansas,Stanton County,537,115,664,422,0.8087349397590361,0.17319277108433734,0.6355421686746987
Kansas,Stevens County,1595,210,1835,1385,0.8692098092643051,0.11444141689373297,0.7547683923705721
Kansas,Sumner County,7810,2527,10549,5283,0.7403545359749739,0.23954877239548772,0.5008057635794863
Kansas,Thomas County,3007,597,3664,2410,0.8206877729257642,0.16293668122270744,0.6577510917030568
Kansas,Trego County,1343,216,1587,1127,0.8462507876496534,0.13610586011342157,0.7101449275362319
Kansas,Wabaunsee County,2816,944,3836,1872,0.7340980187695516,0.24608967674661103,0.4880083420229405
Kansas,Wallace County,686,52,748,634,0.9171122994652406,0.06951871657754011,0.8475935828877006
Kansas,Washington County,2263,396,2700,1867,0.8381481481481482,0.14666666666666667,0.6914814814814816
Kansas,Wichita County,740,107,860,633,0.8604651162790697,0.1244186046511628,0.7360465116279069
Kansas,Wilson County,2894,647,3603,2247,0.8032195392728282,0.17957257840688315,0.6236469608659451
Kansas,Woodson County,1205,282,1506,923,0.800132802124834,0.18725099601593623,0.6128818061088976
Kansas,Wyandotte County,18867,30938,50602,-12071,0.372850875459468,0.6113987589423343,-0.23854788348286632
Kentucky,Adair County,7643,1257,8971,6386,0.8519674506743953,0.14011815851075687,0.7118492921636383
Kentucky,Allen County,7824,1505,9418,6319,0.830749628371204,0.15980038224676152,0.6709492461244425
Kentucky,Anderson County,9650,3226,13090,6424,0.7372039724980901,0.24644766997708173,0.4907563025210084
Kentucky,Ballard County,3331,697,4088,2634,0.8148238747553816,0.1704990215264188,0.6443248532289628
Kentucky,Barren County,15019,4565,19799,10454,0.7585736653366332,0.23056720036365472,0.5280064649729784
Kentucky,Bath County,4041,1278,5389,2763,0.7498608276118018,0.23714974948970124,0.5127110781221006
Kentucky,Bell County,7831,1419,9337,6412,0.8387062225554247,0.1519760094248688,0.6867302131305559
Kentucky,Boone County,45650,20601,67382,25049,0.6774806328099492,0.3057344691460627,0.37174616366388646
Kentucky,Bourbon County,6284,3088,9535,3196,0.659045621394861,0.323859465128474,0.335186156266387
Kentucky,Boyd County,14363,6291,20951,8072,0.6855520022910601,0.3002720633859959,0.3852799389050642
Kentucky,Boyle County,9159,4990,14371,4169,0.6373251687426066,0.3472270544847262,0.2900981142578804
Kentucky,Bracken County,3399,702,4146,2697,0.8198263386396527,0.16931982633863965,0.6505065123010131
Kentucky,Breathitt County,4036,1002,5113,3034,0.789360453745355,0.1959710541756307,0.5933893995697243
Kentucky,Breckinridge County,7882,2038,10046,5844,0.7845908819430619,0.2028668126617559,0.5817240692813059
Kentucky,Bullitt County,32299,10280,43187,22019,0.7478870956537848,0.2380345937434876,0.5098525019102971
Kentucky,Butler County,4905,965,5942,3940,0.8254796364860316,0.1624032312352743,0.6630764052507573
Kentucky,Caldwell County,4860,1256,6188,3604,0.7853910795087266,0.20297349709114415,0.5824175824175823
Kentucky,Calloway County,11539,5111,16936,6428,0.6813297118564006,0.30178318375059043,0.37954652810581013
Kentucky,Campbell County,28450,18952,48302,9498,0.5890025257753302,0.3923647053952217,0.1966378203801085
Kentucky,Carlisle County,2182,408,2610,1774,0.8360153256704981,0.15632183908045977,0.6796934865900384
Kentucky,Carroll County,3014,963,4025,2051,0.7488198757763975,0.23925465838509316,0.5095652173913043
Kentucky,Carter County,8981,2305,11420,6676,0.7864273204903678,0.20183887915936952,0.5845884413309983
Kentucky,Casey County,6216,804,7080,5412,0.8779661016949153,0.1135593220338983,0.764406779661017
Kentucky,Christian County,14332,7055,21671,7277,0.6613446541460939,0.32555027456047253,0.33579437958562136
Kentucky,Clark County,11950,5639,17868,6311,0.6687933736288336,0.3155921199910454,0.3532012536377882
Kentucky,Clay County,6729,692,7517,6037,0.8951709458560596,0.09205800186244512,0.8031129439936144
Kentucky,Clinton County,4276,549,4880,3727,0.8762295081967213,0.1125,0.7637295081967213
Kentucky,Crittenden County,3349,608,4008,2741,0.8355788423153693,0.15169660678642716,0.6838822355289421
Kentucky,Cumberland County,2922,483,3439,2439,0.8496656004652515,0.14044780459435882,0.7092177958708927
Kentucky,Daviess County,30705,15673,47067,15032,0.6523679010771878,0.33299339239807085,0.31937450867911693
Kentucky,Edmonson County,5048,1118,6247,3930,0.8080678725788378,0.1789659036337442,0.6291019689450936
Kentucky,Elliott County,2335,532,2911,1803,0.8021298522844383,0.1827550669872896,0.6193747852971487
Kentucky,Estill County,5091,1114,6289,3977,0.8095086659246303,0.17713467959930038,0.6323739863253299
Kentucky,Fayette County,57347,83387,143762,-26040,0.3989023524992696,0.5800350579429892,-0.1811327054437195
Kentucky,Fleming County,5578,1334,7000,4244,0.7968571428571428,0.19057142857142856,0.6062857142857143
Kentucky,Floyd County,12326,3061,15650,9265,0.7876038338658147,0.19559105431309903,0.5920127795527157
Kentucky,Franklin County,13246,11996,25749,1250,0.5144277447667871,0.46588217018136624,0.04854557458542086
Kentucky,Fulton County,1491,636,2145,855,0.6951048951048951,0.2965034965034965,0.39860139860139865
Kentucky,Gallatin County,3109,761,3917,2348,0.7937196834311974,0.19428133775848863,0.5994383456727087
Kentucky,Garrard County,7086,1719,8917,5367,0.7946618817988113,0.19277784008074464,0.6018840417180666
Kentucky,Grant County,9372,1944,11466,7428,0.8173731030873888,0.1695447409733124,0.6478283621140764
Kentucky,Graves County,13378,3105,16678,10273,0.8021345485070153,0.18617340208658112,0.6159611464204342
Kentucky,Grayson County,9710,2235,12095,7475,0.8028110789582472,0.18478710210830923,0.618023976849938
Kentucky,Green County,5033,782,5857,4251,0.8593136417961413,0.1335154515963804,0.725798190199761
Kentucky,Greenup County,12961,4181,17372,8780,0.7460856550771356,0.24067464886023487,0.5054110062169008
Kentucky,Hancock County,3375,1173,4633,2202,0.7284696740772717,0.25318368227930066,0.47528599179797104
Kentucky,Hardin County,30672,16572,48060,14100,0.6382022471910113,0.3448189762796504,0.29338327091136085
Kentucky,Harlan County,9109,1199,10384,7910,0.8772149460708782,0.11546610169491524,0.761748844375963
Kentucky,Harrison County,6639,2265,9018,4374,0.7361942781104458,0.25116433799068527,0.4850299401197605
Kentucky,Hart County,6691,1642,8409,5049,0.7956950885955524,0.19526697585919847,0.6004281127363539
Kentucky,Henderson County,12592,6837,19684,5755,0.6397073765494818,0.3473379394432026,0.2923694371062792
Kentucky,Henry County,6093,1857,8074,4236,0.7546445380232846,0.22999752291305425,0.5246470151102303
Kentucky,Hickman County,1656,394,2069,1262,0.8003866602223296,0.1904301594973417,0.6099565007249879
Kentucky,Hopkins County,15361,4916,20532,10445,0.748149230469511,0.23943113189168128,0.5087180985778297
Kentucky,Jackson County,5358,506,5934,4852,0.9029322548028312,0.08527131782945736,0.8176609369733737
Kentucky,Jefferson County,144553,203070,353609,-58517,0.408793328224112,0.5742783696116331,-0.16548504138752118
Kentucky,Jessamine County,17854,8303,26644,9551,0.6700945803933344,0.31162738327578443,0.35846719711754993
Kentucky,Johnson County,8150,1350,9622,6800,0.8470172521305341,0.14030347121180628,0.7067137809187278
Kentucky,Kenton County,48444,30859,80875,17585,0.5989984544049459,0.381564142194745,0.21743431221020093
Kentucky,Knott County,4732,1181,6003,3551,0.7882725304014659,0.19673496585040812,0.5915375645510579
Kentucky,Knox County,11178,1821,13156,9357,0.8496503496503497,0.13841593189419277,0.7112344177561569
Kentucky,Larue County,5773,1389,7258,4384,0.7953981813171672,0.19137503444475065,0.6040231468724166
Kentucky,Laurel County,23516,4037,27884,19479,0.8433510256778081,0.1447783675225936,0.6985726581552145
Kentucky,Lawrence County,5464,1044,6572,4420,0.8314059646987219,0.1588557516737675,0.6725502130249543
Kentucky,Lee County,2227,406,2690,1821,0.8278810408921933,0.15092936802973975,0.6769516728624535
Kentucky,Leslie County,3908,382,4357,3526,0.8969474408997016,0.08767500573789305,0.8092724351618086
Kentucky,Letcher County,6848,1457,8430,5391,0.8123368920521945,0.17283511269276394,0.6395017793594305
Kentucky,Lewis County,4997,666,5721,4331,0.8734486977801084,0.11641321447299424,0.7570354833071141
Kentucky,Lincoln County,8833,2080,11034,6753,0.8005256479970999,0.18850824723581655,0.6120174007612833
Kentucky,Livingston County,4021,886,4972,3135,0.8087288817377313,0.17819790828640386,0.6305309734513274
Kentucky,Logan County,9620,2734,12506,6886,0.7692307692307693,0.21861506476891093,0.5506157044618584
Kentucky,Lyon County,3187,950,4187,2237,0.7611655122999761,0.2268927633150227,0.5342727489849534
Kentucky,McCracken County,21349,10191,31937,11158,0.6684723048501737,0.3190969721639478,0.34937533268622595
Kentucky,McCreary County,5531,641,6211,4890,0.8905168249879246,0.10320399291579456,0.7873128320721301
Kentucky,McLean County,3578,989,4633,2589,0.7722857759551047,0.2134685948629398,0.5588171810921649
Kentucky,Madison County,29130,15180,45164,13950,0.6449827296076521,0.33610840492427596,0.30887432468337617
Kentucky,Magoffin County,4288,909,5274,3379,0.8130451270383011,0.17235494880546076,0.6406901782328404
Kentucky,Marion County,6473,2513,9100,3960,0.7113186813186814,0.27615384615384614,0.4351648351648352
Kentucky,Marshall County,13677,3700,17599,9977,0.7771464287743621,0.21023921813739416,0.5669072106369679
Kentucky,Martin County,3343,287,3655,3056,0.9146374829001368,0.07852257181942544,0.8361149110807113
Kentucky,Mason County,5621,2170,7898,3451,0.7116991643454039,0.27475310205115216,0.43694606229425176
Kentucky,Meade County,10630,3279,14119,7351,0.7528861817409165,0.23224024364331752,0.520645938097599
Kentucky,Menifee County,2563,664,3292,1899,0.778554070473876,0.20170109356014584,0.5768529769137303
Kentucky,Mercer County,8826,2838,11841,5988,0.7453762351152774,0.23967570306561944,0.5057005320496579
Kentucky,Metcalfe County,4197,884,5124,3313,0.8190866510538641,0.1725214676034348,0.6465651834504293
Kentucky,Monroe County,4679,576,5308,4103,0.8814996232102487,0.10851544837980406,0.7729841748304446
Kentucky,Montgomery County,9302,3329,12819,5973,0.725641625711834,0.2596926437319604,0.4659489819798736
Kentucky,Morgan County,4353,939,5373,3414,0.8101619207146845,0.17476270240089337,0.6353992183137911
Kentucky,Muhlenberg County,10491,3048,13691,7443,0.766269812285443,0.2226280037981155,0.5436418084873275
Kentucky,Nelson County,16052,6515,22838,9537,0.7028636483054558,0.2852701637621508,0.41759348454330497
Kentucky,Nicholas County,2451,824,3319,1627,0.7384754444109671,0.24826755046700813,0.49020789394395903
Kentucky,Ohio County,8679,2094,10935,6585,0.7936899862825789,0.1914951989026063,0.6021947873799727
Kentucky,Oldham County,23025,14402,38187,8623,0.602953884829916,0.3771440542593029,0.22580983057061305
Kentucky,Owen County,4434,988,5494,3446,0.8070622497269749,0.17983254459410267,0.6272297051328722
Kentucky,Owsley County,1625,203,1839,1422,0.8836324089178902,0.11038607939097336,0.7732463295269169
Kentucky,Pendleton County,5593,1210,6900,4383,0.8105797101449276,0.1753623188405797,0.6352173913043478
Kentucky,Perry County,7913,1966,9992,5947,0.79193354683747,0.19675740592473975,0.5951761409127302
Kentucky,Pike County,19684,4025,23946,15659,0.8220162031236949,0.16808652802138144,0.6539296751023135
Kentucky,Powell County,4092,1174,5360,2918,0.7634328358208955,0.21902985074626863,0.5444029850746268
Kentucky,Pulaski County,26051,5351,31725,20700,0.821150512214342,0.1686682427107959,0.6524822695035462
Kentucky,Robertson County,915,215,1144,700,0.7998251748251748,0.18793706293706297,0.6118881118881119
Kentucky,Rockcastle County,6635,986,7724,5649,0.8590108751941999,0.1276540652511652,0.7313568099430348
Kentucky,Rowan County,6224,3484,9872,2740,0.6304700162074555,0.35291734197730956,0.2775526742301459
Kentucky,Russell County,7622,1200,8893,6422,0.8570786011469695,0.13493759136399416,0.7221410097829754
Kentucky,Scott County,18747,10501,29761,8246,0.6299183495178253,0.3528443264675246,0.2770740230503007
Kentucky,Shelby County,16356,7822,24607,8534,0.6646889096598528,0.317877026862275,0.34681188279757785
Kentucky,Simpson County,6253,2403,8776,3850,0.7125113947128532,0.27381494986326343,0.43869644484958975
Kentucky,Spencer County,8927,2415,11479,6512,0.7776809826639951,0.21038417980660337,0.5672968028573917
Kentucky,Taylor County,9523,2576,12256,6947,0.7770071801566579,0.21018276762402088,0.566824412532637
Kentucky,Todd County,4009,1051,5112,2958,0.7842331768388107,0.20559467918622848,0.5786384976525822
Kentucky,Trigg County,5436,1667,7196,3769,0.7554196775986659,0.23165647581989995,0.5237632017787659
Kentucky,Trimble County,3283,923,4249,2360,0.7726523887973641,0.21722758296069664,0.5554248058366674
Kentucky,Union County,4758,1225,6058,3533,0.7854077253218884,0.20221195113898977,0.5831957741828986
Kentucky,Warren County,34862,21065,56860,13797,0.613119943721421,0.3704713330988392,0.24264861062258175
Kentucky,Washington County,4720,1533,6338,3187,0.744714420952982,0.2418744083307037,0.5028400126222783
Kentucky,Wayne County,7203,1444,8733,5759,0.8248024733768464,0.16534982251230962,0.6594526508645369
Kentucky,Webster County,4339,1153,5556,3186,0.7809575233981282,0.20752339812814977,0.5734341252699784
Kentucky,Whitley County,12687,2237,15075,10450,0.8415920398009951,0.14839137645107794,0.6932006633499171
Kentucky,Wolfe County,2163,689,2915,1474,0.7420240137221269,0.23636363636363636,0.5056603773584906
Kentucky,Woodford County,8419,6282,14984,2137,0.561865990389749,0.4192471970101442,0.14261879337960487
Louisiana,Acadia Parish,21783,4695,26720,17088,0.81523203592814375,0.17571107784431136,0.6395209580838324
Louisiana,Allen Parish,7003,1661,8751,5342,0.8002513998400183,0.18980687921380412,0.6104445206262141
Louisiana,Ascension Parish,41319,20113,62473,21206,0.6613897203591952,0.32194708113905207,0.3394426392201431
Louisiana,Assumption Parish,6963,3273,10367,3690,0.671650429246648,0.31571332111507666,0.3559371081315713
Louisiana,Avoyelles Parish,11379,4460,16037,6919,0.7095466733179522,0.2781068778449835,0.4314397954729687
Louisiana,Beauregard Parish,13504,2192,15874,11312,0.8506992566460879,0.13808743857880812,0.7126118180672798
Louisiana,Bienville Parish,3660,2531,6256,1129,0.5850383631713555,0.4045716112531969,0.1804667519181586
Louisiana,Bossier Parish,37105,14467,52232,22638,0.7103882677285955,0.2769758002756931,0.43341246745290246
Louisiana,Caddo Parish,44471,48864,94699,-4393,0.46960369169685,0.5159927771148587,-0.04638908541800868
Louisiana,Calcasieu Parish,56064,23918,81201,32146,0.6904348468614918,0.2945530227460253,0.3958818241154665
Louisiana,Caldwell Parish,3724,580,4334,3144,0.8592524227041993,0.13382556529764653,0.7254268574065528
Louisiana,Cameron Parish,3120,219,3362,2901,0.9280190362879238,0.06513979773944081,0.862879238548483
Louisiana,Catahoula Parish,3258,1060,4348,2198,0.7493100275988961,0.2437902483900644,0.5055197792088317
Louisiana,Claiborne Parish,3522,2239,5816,1283,0.6055708390646493,0.38497248968363135,0.2205983493810179
Louisiana,Concordia Parish,4974,2698,7755,2276,0.6413926499032881,0.3479045776918117,0.29348807221147644
